"Dissemination Area (DA)","Province","DA Population","Residential instability Quintiles","Residential instability Scores","Ethno-cultural composition Quintiles","Ethno-cultural composition Scores","Economic dependency Quintiles","Economic dependency Scores","Situational vulnerability Quintiles","Situational vulnerability Scores"
10010656,Newfoundland & Labrador,740,1,-0.955,1,-0.835,4,0.323,2,-0.516
10010657,Newfoundland & Labrador,390,2,-0.671,2,-0.724,4,0.468,5,0.458
10010658,Newfoundland & Labrador,375,4,0.527,1,-0.791,5,1.138,3,-0.044
10010659,Newfoundland & Labrador,285,3,-0.414,1,-0.898,3,-0.111,2,-0.372
10010660,Newfoundland & Labrador,180,4,0.081,1,-0.973,2,-0.685,3,-0.278
10010661,Newfoundland & Labrador,1055,2,-0.765,1,-1.001,1,-0.913,1,-0.724
10010662,Newfoundland & Labrador,280,2,-0.586,1,-0.9,4,0.46,2,-0.474
10010663,Newfoundland & Labrador,295,1,-1.354,1,-1.017,4,0.125,1,-0.885
10010664,Newfoundland & Labrador,245,1,-1.461,1,-0.997,4,0.325,1,-0.898
10010666,Newfoundland & Labrador,550,1,-0.998,1,-0.808,1,-0.781,3,-0.133
10010667,Newfoundland & Labrador,720,2,-0.715,1,-1.015,1,-1.937,1,-0.8
10010668,Newfoundland & Labrador,550,1,-1.271,1,-0.968,2,-0.501,1,-0.704
10010669,Newfoundland & Labrador,565,2,-0.652,1,-0.855,3,-0.054,3,-0.029
10010670,Newfoundland & Labrador,570,2,-0.521,1,-0.817,2,-0.58,3,-0.173
10010671,Newfoundland & Labrador,870,2,-0.67,1,-0.9,1,-1.069,2,-0.378
10010672,Newfoundland & Labrador,380,2,-0.825,1,-0.886,4,0.199,2,-0.453
10010673,Newfoundland & Labrador,250,3,-0.159,1,-0.841,5,1.142,4,0.401
10010674,Newfoundland & Labrador,405,2,-0.691,1,-0.908,3,-0.15,2,-0.431
10010675,Newfoundland & Labrador,515,4,0.035,2,-0.704,4,0.448,4,0.309
10010676,Newfoundland & Labrador,855,1,-0.902,2,-0.695,4,0.234,4,0.082
10010677,Newfoundland & Labrador,510,4,0.267,2,-0.751,1,-0.98,5,0.525
10010678,Newfoundland & Labrador,565,2,-0.563,1,-0.809,4,0.263,4,0.196
10010679,Newfoundland & Labrador,630,3,-0.425,1,-1.03,2,-0.388,2,-0.4
10010680,Newfoundland & Labrador,320,2,-0.598,1,-0.939,2,-0.621,4,0.038
10010681,Newfoundland & Labrador,285,1,-0.952,2,-0.725,5,1.051,2,-0.409
10010683,Newfoundland & Labrador,900,1,-0.926,1,-0.804,2,-0.442,3,-0.269
10010684,Newfoundland & Labrador,665,3,-0.38,2,-0.757,4,0.517,3,-0.17
10010685,Newfoundland & Labrador,1075,1,-1.242,1,-0.906,1,-0.786,2,-0.51
10010686,Newfoundland & Labrador,510,1,-0.83,1,-0.806,4,0.438,3,-0.159
10010687,Newfoundland & Labrador,75,3,-0.454,3,-0.431,1,-1.871,5,0.735
10010688,Newfoundland & Labrador,370,1,-1.226,2,-0.765,4,0.236,2,-0.48
10010689,Newfoundland & Labrador,890,3,-0.471,2,-0.751,5,0.866,3,-0.147
10010690,Newfoundland & Labrador,390,3,-0.245,1,-1.078,5,1.762,1,-0.65
10010691,Newfoundland & Labrador,435,2,-0.579,1,-0.792,4,0.208,3,-0.014
10010692,Newfoundland & Labrador,710,2,-0.676,1,-0.922,5,1.257,3,-0.021
10010694,Newfoundland & Labrador,495,2,-0.681,1,-1.03,5,0.725,4,0.215
10010695,Newfoundland & Labrador,595,2,-0.772,1,-0.854,5,1.155,4,0.258
10010696,Newfoundland & Labrador,385,2,-0.608,1,-0.9,5,2.183,4,0.17
10010697,Newfoundland & Labrador,590,2,-0.666,2,-0.768,5,0.854,4,0.415
10010698,Newfoundland & Labrador,425,2,-0.716,1,-0.838,5,1.814,4,0.365
10010699,Newfoundland & Labrador,435,2,-0.755,1,-0.935,5,1.043,3,-0.301
10010700,Newfoundland & Labrador,410,2,-0.702,1,-0.965,5,1.895,3,-0.164
10010701,Newfoundland & Labrador,335,1,-0.912,1,-1.136,4,0.353,1,-0.86
10010702,Newfoundland & Labrador,695,3,-0.359,1,-0.855,5,1.471,4,0.308
10010703,Newfoundland & Labrador,140,3,-0.3,1,-1.088,5,2.636,5,0.642
10010704,Newfoundland & Labrador,305,3,-0.113,1,-1.015,5,2.578,5,0.695
10010705,Newfoundland & Labrador,135,4,0.355,1,-1.164,5,2.483,3,-0.151
10010706,Newfoundland & Labrador,490,2,-0.732,1,-0.928,5,2.014,3,-0.246
10010707,Newfoundland & Labrador,420,3,-0.479,1,-0.954,5,1.999,4,0.329
10010708,Newfoundland & Labrador,395,1,-0.948,1,-0.848,5,1.799,5,0.494
10010709,Newfoundland & Labrador,385,1,-0.867,1,-0.955,5,1.443,3,-0.152
10010710,Newfoundland & Labrador,480,2,-0.785,1,-0.849,5,1.603,3,-0.293
10010711,Newfoundland & Labrador,165,1,-0.957,1,-0.81,4,0.521,5,0.884
10010712,Newfoundland & Labrador,660,4,-0.034,1,-0.981,4,0.331,4,0.14
10010713,Newfoundland & Labrador,280,1,-0.84,1,-0.878,5,1.788,3,-0.021
10010714,Newfoundland & Labrador,225,3,-0.474,1,-1.155,5,3.7,3,-0.256
10010715,Newfoundland & Labrador,205,3,-0.304,1,-1.213,5,2.948,3,-0.089
10010716,Newfoundland & Labrador,260,2,-0.647,1,-1.056,5,1.316,5,0.973
10010717,Newfoundland & Labrador,650,2,-0.636,1,-0.911,5,1.4,3,-0.083
10010718,Newfoundland & Labrador,495,1,-1.037,1,-0.932,5,1.209,4,0.001
10010719,Newfoundland & Labrador,715,1,-0.832,1,-0.954,4,0.596,2,-0.489
10010720,Newfoundland & Labrador,425,2,-0.585,2,-0.737,4,0.458,4,0.158
10010721,Newfoundland & Labrador,530,3,-0.061,1,-0.976,5,1.062,4,0.312
10010722,Newfoundland & Labrador,510,3,-0.42,1,-1.045,5,1.427,4,-0.001
10010723,Newfoundland & Labrador,95,3,-0.271,1,-1.306,5,3.901,2,-0.6
10010724,Newfoundland & Labrador,410,3,-0.085,1,-1.013,5,1.738,2,-0.42
10010725,Newfoundland & Labrador,85,1,-0.896,1,-1.162,5,3.396,1,-0.976
10010726,Newfoundland & Labrador,380,4,0.03,1,-1.219,4,0.421,4,0.221
10010727,Newfoundland & Labrador,85,3,-0.09,1,-0.947,5,2.836,4,0.292
10010728,Newfoundland & Labrador,230,2,-0.695,1,-0.92,5,2.115,3,-0.227
10010729,Newfoundland & Labrador,285,2,-0.508,1,-1.019,5,2.785,3,-0.281
10010730,Newfoundland & Labrador,225,1,-0.969,1,-0.921,5,2.595,4,0.355
10010731,Newfoundland & Labrador,220,2,-0.488,1,-1.119,5,2.763,4,0.32
10010732,Newfoundland & Labrador,45,3,-0.384,1,-1.233,5,1.368,5,1.006
10010733,Newfoundland & Labrador,65,4,0.111,1,-1.113,5,3.582,3,-0.308
10010734,Newfoundland & Labrador,70,2,-0.745,1,-1.278,5,3.097,3,-0.106
10010735,Newfoundland & Labrador,250,2,-0.557,1,-1.08,5,2.451,4,0.356
10010736,Newfoundland & Labrador,155,3,-0.344,2,-0.66,5,2.398,5,1.784
10010737,Newfoundland & Labrador,410,2,-0.788,1,-0.797,5,1.79,3,-0.06
10010738,Newfoundland & Labrador,250,3,-0.055,1,-1.231,5,1.364,4,0.26
10010740,Newfoundland & Labrador,320,2,-0.615,1,-0.974,5,1.588,4,0.234
10010741,Newfoundland & Labrador,675,2,-0.73,1,-0.791,4,0.622,3,-0.024
10010742,Newfoundland & Labrador,545,2,-0.591,2,-0.774,5,0.773,4,0.139
10010743,Newfoundland & Labrador,285,3,-0.07,1,-1.08,5,0.824,2,-0.447
10010744,Newfoundland & Labrador,340,2,-0.728,1,-0.965,5,2.681,4,0.367
10010745,Newfoundland & Labrador,85,2,-0.784,1,-1.064,5,4.537,1,-0.707
10010746,Newfoundland & Labrador,90,1,-0.846,1,-1.072,4,0.63,2,-0.381
10010747,Newfoundland & Labrador,165,4,0.274,1,-0.97,4,0.261,2,-0.481
10010748,Newfoundland & Labrador,350,4,0.17,1,-0.909,5,1.158,4,0.158
10010749,Newfoundland & Labrador,90,1,-1.051,1,-1.104,4,0.243,3,-0.219
10010750,Newfoundland & Labrador,360,3,-0.41,1,-1.022,4,0.305,4,0.286
10010751,Newfoundland & Labrador,205,3,-0.462,1,-1.163,5,1.361,1,-0.793
10010752,Newfoundland & Labrador,260,3,-0.188,1,-1.042,4,0.525,5,0.617
10010753,Newfoundland & Labrador,465,2,-0.602,1,-1.074,3,0.008,3,-0.229
10010754,Newfoundland & Labrador,180,4,-0.008,1,-0.916,5,2.579,4,0.273
10010755,Newfoundland & Labrador,230,1,-0.878,2,-0.74,5,0.853,4,0.263
10010756,Newfoundland & Labrador,310,4,0.668,1,-1.084,5,2.347,4,0.242
10010757,Newfoundland & Labrador,200,4,0.201,1,-1.301,5,2.783,2,-0.564
10010758,Newfoundland & Labrador,310,4,0.527,2,-0.594,5,2.003,4,0.016
10010759,Newfoundland & Labrador,205,3,-0.137,1,-0.943,5,1.11,3,-0.068
10010760,Newfoundland & Labrador,595,2,-0.53,1,-0.918,5,2.236,4,0.379
10010761,Newfoundland & Labrador,675,1,-0.931,1,-0.865,5,0.69,3,-0.294
10010762,Newfoundland & Labrador,725,1,-0.85,2,-0.767,5,0.736,4,0.332
10010764,Newfoundland & Labrador,515,2,-0.605,1,-0.896,5,0.903,4,0.077
10010765,Newfoundland & Labrador,460,3,-0.27,2,-0.748,5,1.462,4,0.321
10010766,Newfoundland & Labrador,510,2,-0.753,2,-0.621,5,0.984,4,0.31
10010767,Newfoundland & Labrador,445,3,-0.36,1,-0.931,5,1.637,4,0.345
10010768,Newfoundland & Labrador,825,3,-0.471,2,-0.758,2,-0.488,4,0.233
10010769,Newfoundland & Labrador,1085,2,-0.536,2,-0.772,1,-0.784,2,-0.347
10010770,Newfoundland & Labrador,415,2,-0.587,1,-0.926,4,0.326,3,-0.325
10010771,Newfoundland & Labrador,775,1,-0.985,1,-0.911,1,-1.125,1,-0.656
10010772,Newfoundland & Labrador,830,1,-1.12,1,-0.802,1,-1.099,1,-0.694
10010773,Newfoundland & Labrador,385,5,0.91,3,-0.503,3,-0.156,5,0.452
10010774,Newfoundland & Labrador,275,4,0.546,2,-0.646,3,0.041,4,0.078
10010776,Newfoundland & Labrador,810,1,-1.113,1,-0.93,1,-1.399,2,-0.597
10010777,Newfoundland & Labrador,820,1,-1.006,1,-0.904,1,-1.114,1,-1.075
10010778,Newfoundland & Labrador,570,2,-0.735,2,-0.785,3,-0.256,2,-0.575
10010779,Newfoundland & Labrador,420,3,-0.155,1,-0.806,3,-0.233,4,0.426
10010780,Newfoundland & Labrador,465,3,-0.274,1,-0.997,3,0.035,3,-0.038
10010781,Newfoundland & Labrador,1590,1,-1.064,1,-0.966,1,-1.481,2,-0.523
10010782,Newfoundland & Labrador,505,2,-0.562,2,-0.743,2,-0.558,3,-0.102
10010783,Newfoundland & Labrador,395,3,-0.388,1,-1.001,4,0.598,2,-0.56
10010784,Newfoundland & Labrador,360,4,0.041,1,-0.794,2,-0.624,4,0.345
10010785,Newfoundland & Labrador,1080,2,-0.536,2,-0.782,2,-0.655,3,-0.312
10010786,Newfoundland & Labrador,585,1,-0.902,1,-0.853,2,-0.411,2,-0.355
10010787,Newfoundland & Labrador,985,1,-1.088,1,-0.844,1,-1.218,2,-0.51
10010788,Newfoundland & Labrador,315,3,-0.422,1,-0.987,3,-0.12,3,-0.113
10010789,Newfoundland & Labrador,720,1,-0.902,1,-0.974,2,-0.324,3,-0.232
10010790,Newfoundland & Labrador,950,2,-0.649,1,-0.87,4,0.436,3,-0.159
10010791,Newfoundland & Labrador,385,3,-0.282,1,-0.894,3,-0.275,3,-0.133
10010792,Newfoundland & Labrador,960,1,-0.848,1,-0.862,2,-0.546,2,-0.504
10010793,Newfoundland & Labrador,860,1,-0.963,2,-0.74,1,-1.017,2,-0.508
10010794,Newfoundland & Labrador,525,1,-1.176,1,-0.803,2,-0.487,1,-0.983
10010795,Newfoundland & Labrador,525,1,-1.008,1,-0.928,1,-0.843,3,-0.305
10010796,Newfoundland & Labrador,495,2,-0.774,1,-0.92,3,-0.254,2,-0.468
10010798,Newfoundland & Labrador,600,1,-0.972,1,-0.882,1,-1.168,2,-0.567
10010799,Newfoundland & Labrador,525,1,-1.166,1,-0.795,4,0.345,2,-0.411
10010800,Newfoundland & Labrador,680,2,-0.529,1,-0.937,3,-0.267,3,-0.125
10010801,Newfoundland & Labrador,2075,1,-1.154,2,-0.746,1,-1.255,2,-0.614
10010802,Newfoundland & Labrador,605,2,-0.711,1,-0.837,2,-0.763,2,-0.342
10010803,Newfoundland & Labrador,685,1,-0.953,1,-1.008,1,-0.947,1,-0.682
10010804,Newfoundland & Labrador,1600,3,-0.398,1,-0.835,1,-1.75,2,-0.474
10010805,Newfoundland & Labrador,835,2,-0.6,1,-1.03,1,-0.844,2,-0.405
10010806,Newfoundland & Labrador,320,2,-0.499,1,-0.813,4,0.344,4,0.038
10010807,Newfoundland & Labrador,410,4,0.048,2,-0.731,5,2.243,5,0.966
10010808,Newfoundland & Labrador,365,4,0.35,1,-0.799,5,2.761,5,1.621
10010809,Newfoundland & Labrador,350,3,-0.353,1,-0.936,5,1.34,4,0.229
10010810,Newfoundland & Labrador,330,4,0.241,2,-0.784,5,3.393,5,1.925
10010811,Newfoundland & Labrador,350,3,-0.126,2,-0.561,5,3.171,5,1.384
10010813,Newfoundland & Labrador,1065,4,0.23,3,-0.487,1,-0.997,3,-0.192
10010814,Newfoundland & Labrador,1045,4,-0.031,1,-0.849,2,-0.727,2,-0.478
10010815,Newfoundland & Labrador,660,5,1.69,4,0.642,3,-0.222,4,0.32
10010817,Newfoundland & Labrador,1625,2,-0.498,1,-0.963,1,-1.454,1,-0.647
10010818,Newfoundland & Labrador,815,2,-0.605,1,-0.958,1,-1.183,1,-0.741
10010820,Newfoundland & Labrador,505,1,-0.849,1,-0.914,1,-1.136,2,-0.349
10010821,Newfoundland & Labrador,435,1,-1.149,2,-0.754,1,-1.696,2,-0.511
10010822,Newfoundland & Labrador,305,3,-0.48,1,-0.947,4,0.528,2,-0.357
10010823,Newfoundland & Labrador,420,3,-0.145,2,-0.662,3,-0.192,4,0.14
10010824,Newfoundland & Labrador,1330,3,-0.339,1,-0.866,2,-0.736,3,-0.153
10010827,Newfoundland & Labrador,1895,1,-0.83,1,-0.865,1,-1.708,2,-0.593
10010828,Newfoundland & Labrador,970,1,-1.113,1,-0.864,1,-1.04,1,-0.675
10010830,Newfoundland & Labrador,1330,3,-0.32,1,-0.844,1,-1.596,1,-0.716
10010832,Newfoundland & Labrador,445,3,-0.218,1,-0.897,3,-0.084,4,0.011
10010833,Newfoundland & Labrador,3030,2,-0.492,1,-0.905,1,-1.384,2,-0.554
10010834,Newfoundland & Labrador,1665,4,0.44,2,-0.7,1,-1.121,3,-0.282
10010835,Newfoundland & Labrador,845,4,0.67,3,-0.482,1,-1.835,1,-0.717
10010836,Newfoundland & Labrador,1230,3,-0.189,3,-0.256,1,-1.646,2,-0.413
10010837,Newfoundland & Labrador,1350,1,-1.24,2,-0.605,1,-1.101,1,-0.91
10010838,Newfoundland & Labrador,965,1,-1.193,2,-0.668,2,-0.659,1,-1.249
10010839,Newfoundland & Labrador,1140,2,-0.592,3,-0.396,1,-1.381,2,-0.422
10010840,Newfoundland & Labrador,1140,3,-0.221,3,-0.439,1,-0.899,2,-0.417
10010841,Newfoundland & Labrador,1225,3,-0.407,1,-0.891,1,-1.489,1,-0.702
10010842,Newfoundland & Labrador,825,2,-0.821,1,-0.823,1,-2.063,1,-0.98
10010844,Newfoundland & Labrador,420,1,-0.922,1,-0.992,1,-1.508,1,-0.938
10010846,Newfoundland & Labrador,1270,3,-0.076,1,-0.998,2,-0.567,1,-0.764
10020079,Newfoundland & Labrador,550,2,-0.768,1,-1.014,5,1.93,4,0.095
10020081,Newfoundland & Labrador,470,2,-0.75,1,-0.961,5,1.794,4,0.412
10020082,Newfoundland & Labrador,175,2,-0.736,1,-1.177,5,1.199,3,-0.153
10020083,Newfoundland & Labrador,220,2,-0.679,1,-0.881,5,1.648,5,0.673
10020084,Newfoundland & Labrador,140,2,-0.82,1,-0.842,5,0.777,4,0.108
10020085,Newfoundland & Labrador,265,3,-0.212,1,-1.025,5,1.708,5,0.561
10020086,Newfoundland & Labrador,160,1,-1.356,2,-0.776,5,2.089,5,0.757
10020087,Newfoundland & Labrador,60,4,0.082,2,-0.771,5,1.169,5,2.466
10020088,Newfoundland & Labrador,225,3,-0.216,1,-1.093,5,2.446,4,0.393
10020089,Newfoundland & Labrador,435,2,-0.728,1,-1.05,5,2.638,3,-0.022
10020091,Newfoundland & Labrador,455,1,-1.083,2,-0.711,5,1.663,5,0.947
10020092,Newfoundland & Labrador,140,1,-0.9,2,-0.663,5,1.297,5,1.568
10020093,Newfoundland & Labrador,180,1,-1.006,3,-0.49,5,2.017,5,1.231
10020094,Newfoundland & Labrador,545,1,-0.991,1,-0.971,5,1.227,3,-0.178
10020095,Newfoundland & Labrador,150,2,-0.489,1,-0.883,5,1.821,4,0.276
10020096,Newfoundland & Labrador,370,2,-0.802,1,-0.935,3,-0.242,2,-0.364
10020097,Newfoundland & Labrador,480,3,-0.404,2,-0.7,2,-0.589,4,0.146
10020098,Newfoundland & Labrador,965,3,-0.082,1,-0.857,5,1.103,4,0.238
10020099,Newfoundland & Labrador,740,3,-0.183,2,-0.761,5,1.487,3,-0.188
10020100,Newfoundland & Labrador,425,3,-0.371,2,-0.771,5,1.747,4,0.345
10020101,Newfoundland & Labrador,485,4,0.167,1,-0.917,4,0.661,4,0.299
10020102,Newfoundland & Labrador,310,3,-0.164,2,-0.719,5,1.312,5,0.792
10020103,Newfoundland & Labrador,355,4,0.395,2,-0.676,5,1.983,5,0.77
10020104,Newfoundland & Labrador,465,3,-0.352,1,-0.839,5,0.899,4,0.368
10020105,Newfoundland & Labrador,200,2,-0.544,1,-0.936,4,0.561,3,-0.154
10020106,Newfoundland & Labrador,325,3,-0.46,2,-0.784,5,1.808,4,0.288
10020107,Newfoundland & Labrador,545,3,-0.432,1,-0.84,5,0.857,3,-0.256
10020108,Newfoundland & Labrador,255,2,-0.552,1,-0.942,5,1.022,4,0.087
10020110,Newfoundland & Labrador,680,2,-0.779,1,-0.821,3,0.006,2,-0.486
10020111,Newfoundland & Labrador,490,2,-0.756,1,-0.9,4,0.219,3,-0.315
10020112,Newfoundland & Labrador,580,2,-0.804,1,-0.886,4,0.143,3,-0.293
10020113,Newfoundland & Labrador,215,2,-0.501,1,-0.926,5,2.309,2,-0.528
10020114,Newfoundland & Labrador,470,2,-0.618,1,-1.001,5,1.731,4,0.06
10020115,Newfoundland & Labrador,185,4,0.118,1,-1.083,5,1.336,5,1.41
10020116,Newfoundland & Labrador,420,2,-0.669,1,-0.921,4,0.461,5,0.62
10020117,Newfoundland & Labrador,100,3,-0.362,1,-0.938,4,0.391,4,0.286
10020118,Newfoundland & Labrador,255,2,-0.527,1,-0.838,5,0.751,4,0.398
10020119,Newfoundland & Labrador,335,2,-0.495,1,-1.011,4,0.484,3,-0.048
10020120,Newfoundland & Labrador,480,3,-0.347,1,-0.883,5,1.171,5,0.711
10020122,Newfoundland & Labrador,230,3,-0.431,1,-1.141,5,1.416,4,0.27
10020123,Newfoundland & Labrador,340,1,-1.066,1,-0.79,4,0.439,4,0.344
10020124,Newfoundland & Labrador,240,2,-0.774,2,-0.583,5,1.345,5,1.251
10020125,Newfoundland & Labrador,245,1,-0.889,1,-0.994,5,1.192,5,0.617
10020126,Newfoundland & Labrador,50,1,-0.901,1,-1.208,5,2.16,5,1.253
10020127,Newfoundland & Labrador,205,3,-0.095,1,-1.069,5,2.312,5,1.093
10020128,Newfoundland & Labrador,470,3,-0.122,1,-0.904,5,2.467,4,0.423
10020129,Newfoundland & Labrador,360,3,-0.24,1,-1.003,5,1.857,5,1.019
10020130,Newfoundland & Labrador,450,2,-0.774,1,-0.994,5,0.943,3,-0.077
10020131,Newfoundland & Labrador,350,1,-0.966,2,-0.767,5,1.84,4,0.262
10020132,Newfoundland & Labrador,385,2,-0.703,1,-0.846,5,1.383,4,0.247
10020133,Newfoundland & Labrador,245,2,-0.503,1,-1.242,5,2.194,2,-0.35
10020134,Newfoundland & Labrador,385,4,0.421,1,-0.881,5,1.84,5,0.567
10020135,Newfoundland & Labrador,370,3,-0.159,1,-0.987,5,2.05,4,0.39
10020136,Newfoundland & Labrador,325,2,-0.656,1,-1.081,5,1.48,3,-0.16
10020137,Newfoundland & Labrador,170,3,-0.228,1,-1.046,5,1.264,2,-0.59
10030057,Newfoundland & Labrador,115,3,-0.44,1,-0.852,5,1.441,4,0.235
10030058,Newfoundland & Labrador,615,1,-0.914,1,-0.968,5,1.29,5,0.744
10030059,Newfoundland & Labrador,165,1,-0.827,2,-0.578,5,2.004,5,1.228
10030060,Newfoundland & Labrador,350,3,-0.226,1,-0.798,5,1.231,5,1.826
10030061,Newfoundland & Labrador,140,4,0.132,1,-0.929,5,1.296,2,-0.48
10030062,Newfoundland & Labrador,120,1,-1.253,1,-0.995,4,0.618,5,0.492
10030063,Newfoundland & Labrador,425,2,-0.813,1,-0.958,5,1.114,5,0.466
10030064,Newfoundland & Labrador,55,3,-0.349,1,-1.03,5,3.251,5,1.347
10030066,Newfoundland & Labrador,345,2,-0.674,2,-0.774,4,0.2,4,0.24
10030067,Newfoundland & Labrador,250,3,-0.479,1,-0.868,4,0.394,4,0.416
10030068,Newfoundland & Labrador,860,2,-0.662,1,-0.883,4,0.57,5,0.494
10030069,Newfoundland & Labrador,40,1,-1.243,1,-1.248,5,3.507,1,-1.06
10030070,Newfoundland & Labrador,145,2,-0.639,1,-0.965,4,0.622,5,0.94
10030071,Newfoundland & Labrador,100,1,-1.11,1,-0.902,5,1.236,5,0.755
10030072,Newfoundland & Labrador,370,2,-0.5,1,-1.155,5,3.803,4,0.233
10030073,Newfoundland & Labrador,80,1,-1.313,2,-0.64,5,0.992,5,1.681
10030074,Newfoundland & Labrador,440,2,-0.755,1,-1.065,5,2.318,5,0.455
10030075,Newfoundland & Labrador,265,2,-0.522,1,-1.088,5,2.089,4,0.276
10030076,Newfoundland & Labrador,375,1,-1.202,1,-0.975,5,1.721,5,0.886
10030077,Newfoundland & Labrador,60,1,-1.029,1,-1.098,5,1.587,5,1.225
10030079,Newfoundland & Labrador,375,1,-0.928,1,-0.979,5,1.944,4,0.418
10030080,Newfoundland & Labrador,215,1,-1.389,1,-0.819,5,0.985,3,-0.117
10030081,Newfoundland & Labrador,310,1,-1.606,1,-0.817,5,1.927,4,0.278
10030082,Newfoundland & Labrador,630,1,-1.11,1,-0.794,5,1.284,4,0.382
10030083,Newfoundland & Labrador,305,2,-0.573,1,-0.91,5,2.271,4,0.307
10030084,Newfoundland & Labrador,195,1,-0.953,1,-0.929,5,2.371,5,0.569
10030085,Newfoundland & Labrador,420,2,-0.573,1,-1.053,3,-0.075,3,-0.273
10030086,Newfoundland & Labrador,590,3,-0.348,1,-1.026,4,0.621,4,0.387
10030087,Newfoundland & Labrador,1005,3,-0.204,1,-0.947,5,2.038,4,0.169
10030088,Newfoundland & Labrador,315,1,-1.226,1,-0.905,5,1.344,2,-0.569
10030089,Newfoundland & Labrador,540,3,-0.225,1,-0.863,5,1.234,3,-0.053
10030090,Newfoundland & Labrador,290,4,0.426,2,-0.702,5,1.566,5,0.844
10030091,Newfoundland & Labrador,345,2,-0.528,1,-0.886,5,0.983,4,0.324
10030092,Newfoundland & Labrador,575,2,-0.82,1,-1.023,5,1.279,5,0.693
10030093,Newfoundland & Labrador,620,1,-0.955,1,-0.962,5,1.6,5,1.288
10030094,Newfoundland & Labrador,75,3,-0.318,1,-1.235,4,0.67,4,0.022
10030095,Newfoundland & Labrador,345,1,-0.829,1,-0.872,5,1.718,4,0.273
10030096,Newfoundland & Labrador,355,1,-0.911,1,-1.111,5,1.871,4,0.18
10030097,Newfoundland & Labrador,355,1,-1.006,1,-0.846,4,0.178,5,2.59
10030098,Newfoundland & Labrador,595,2,-0.774,2,-0.58,3,0.003,5,3.337
10040077,Newfoundland & Labrador,45,3,-0.435,1,-1.194,5,0.943,5,1.905
10040078,Newfoundland & Labrador,875,3,-0.207,1,-0.987,5,1.266,5,1.917
10040079,Newfoundland & Labrador,340,2,-0.63,1,-0.964,5,1.664,5,1.51
10040080,Newfoundland & Labrador,505,2,-0.697,2,-0.729,4,0.39,5,0.967
10040081,Newfoundland & Labrador,445,5,0.917,1,-0.83,5,0.744,5,1.202
10040082,Newfoundland & Labrador,330,5,1.047,2,-0.68,5,1.961,5,1.912
10040083,Newfoundland & Labrador,400,5,1.655,3,-0.386,5,2.425,5,2.05
10040084,Newfoundland & Labrador,330,4,0.276,1,-0.918,5,0.8,5,1.576
10040085,Newfoundland & Labrador,355,4,0.636,1,-0.876,5,0.866,5,1.816
10040086,Newfoundland & Labrador,460,3,-0.089,1,-0.807,5,0.821,5,1.699
10040087,Newfoundland & Labrador,520,3,-0.422,1,-0.905,5,0.702,5,1.58
10040088,Newfoundland & Labrador,435,4,0.262,2,-0.625,5,1.58,5,1.872
10040089,Newfoundland & Labrador,450,4,0.176,1,-0.826,5,1.727,5,1.437
10040090,Newfoundland & Labrador,465,4,0.018,1,-0.876,5,2.205,5,0.654
10040091,Newfoundland & Labrador,955,1,-0.88,1,-1.004,3,-0.119,5,0.579
10040092,Newfoundland & Labrador,460,1,-0.924,1,-0.995,4,0.526,5,0.817
10040093,Newfoundland & Labrador,385,1,-1.137,1,-1.006,4,0.297,5,0.722
10040094,Newfoundland & Labrador,370,1,-1.032,1,-1.057,5,0.992,5,1.116
10040095,Newfoundland & Labrador,580,1,-0.999,1,-1.022,4,0.335,5,0.809
10040096,Newfoundland & Labrador,435,3,-0.409,1,-0.897,5,1.888,5,1.698
10040097,Newfoundland & Labrador,360,2,-0.49,1,-1.127,5,1.853,5,0.644
10040098,Newfoundland & Labrador,75,5,2.332,1,-1.353,5,4.996,2,-0.393
10040099,Newfoundland & Labrador,615,5,2.538,2,-0.543,5,1.148,5,1.985
10040100,Newfoundland & Labrador,300,4,0.685,2,-0.661,5,1.948,5,2.355
10040101,Newfoundland & Labrador,335,4,-0.02,1,-0.984,5,1.443,5,2.425
10040102,Newfoundland & Labrador,365,3,-0.338,1,-0.839,5,2.111,5,2.013
10040103,Newfoundland & Labrador,320,4,0.084,1,-1.158,5,1.892,5,3.029
10040104,Newfoundland & Labrador,500,1,-1.041,1,-0.869,5,0.927,5,1.482
10040105,Newfoundland & Labrador,385,1,-1.372,1,-0.909,5,0.748,5,1.875
10040106,Newfoundland & Labrador,320,1,-0.889,1,-0.958,5,1.965,5,1.811
10040107,Newfoundland & Labrador,435,3,-0.455,1,-0.902,5,1.711,5,2.517
10040108,Newfoundland & Labrador,275,2,-0.584,1,-0.993,5,2.556,5,2.833
10040109,Newfoundland & Labrador,185,2,-0.743,1,-1.253,5,2.084,5,1.267
10040110,Newfoundland & Labrador,360,1,-0.998,1,-0.916,5,2.513,5,1.422
10040111,Newfoundland & Labrador,590,2,-0.546,1,-0.819,5,1.677,5,1.69
10040112,Newfoundland & Labrador,440,3,-0.311,1,-0.926,5,1.888,4,0.395
10040113,Newfoundland & Labrador,515,3,-0.295,1,-1.012,5,2.601,4,0.269
10040114,Newfoundland & Labrador,565,2,-0.6,1,-1.031,5,1.174,3,-0.324
10040115,Newfoundland & Labrador,595,2,-0.574,1,-0.958,5,1.69,5,2.432
10040116,Newfoundland & Labrador,825,2,-0.716,1,-0.854,5,1.782,5,2.794
10040117,Newfoundland & Labrador,210,3,-0.193,1,-0.84,5,2.707,5,2.428
